client_id,investment_date,asset_class,investment_amount,return_pct,investment_value
C03076,2011-08-11,Stocks,2092250.99,0.3405,2804662.45
C04482,2010-02-01,Real Estate,3754948.05,-0.0671,3502991.04
C04867,2021-10-05,Crypto,1382319.22,-0.184,1127972.48
C00254,2017-09-03,Bonds,2160662.62,-0.5842,898403.52
C04976,2017-09-26,Bonds,4853412.05,0.1187,5429512.06
C00439,2010-04-09,Real Estate,567404.22,0.8368,1042208.07
C01684,2012-04-05,Crypto,3523067.59,-0.2267,2724388.17
C04540,2024-03-11,Mutual Funds,2114220.46,-0.4741,1111868.54
C02174,2022-10-25,Real Estate,1322117.04,-0.7506,329735.99
C02437,2013-04-29,Stocks,1027459.36,-0.7937,211964.87
C00407,2016-10-23,Mutual Funds,1438020.86,0.016,1461029.19
C04503,2019-01-04,Bonds,3284123.56,0.1238,3690698.06
C00447,2016-02-03,Stocks,385820.36,0.278,493078.42
C03503,2009-12-18,Real Estate,378842.49,0.0383,393352.16
C04917,2018-10-09,Bonds,461242.86,0.1728,540945.63
C00795,2008-07-29,Bonds,2995623.89,0.8293,5479894.78
C01400,2022-04-25,Real Estate,1337742.74,0.7039,2279379.85
C00672,2018-08-15,Stocks,76538.31,0.675,128201.67
C02527,2016-11-30,Crypto,3050427.08,0.5868,4840417.69
C04007,2022-10-29,Real Estate,1565224.06,0.4078,2203522.43
C00747,2022-05-25,Mutual Funds,4330612.07,-0.6883,1349851.78
C03175,2012-02-23,Real Estate,4733721.91,-0.0275,4603544.56
C03125,2016-04-14,Bonds,2938341.77,0.2184,3580075.61
C03652,2008-12-31,Real Estate,3505996.83,-0.3523,2270834.15
C03603,2018-06-06,Real Estate,77959.06,0.9277,150281.68
C01854,2014-01-09,Mutual Funds,2915047.36,-0.0836,2671349.4
C00505,2011-05-23,Stocks,4787947.49,-0.7318,1284127.52
C00703,2022-12-26,Real Estate,1995777.55,-0.1127,1770853.42
C04436,2017-04-14,Mutual Funds,3362630.03,0.2902,4338465.26
C01864,2020-06-01,Stocks,4885057.77,-0.3522,3164540.42
C03172,2019-09-20,Crypto,3742173.36,0.0095,3777724.01
C04387,2023-05-30,Crypto,4572828.77,-0.7227,1268045.42
C04692,2013-04-14,Crypto,2172582.19,-0.1395,1869506.97
C02449,2009-10-08,Crypto,3617515.64,0.0879,3935495.26
C00285,2019-04-06,Mutual Funds,3066845.13,0.0366,3179091.66
C04234,2020-10-25,Mutual Funds,3188803.55,0.4838,4731546.71
C01208,2010-09-12,Crypto,457866.04,-0.4066,271697.71
C01417,2011-10-01,Bonds,997152.41,0.2596,1256013.18
C01579,2010-10-30,Stocks,69714.02,0.364,95089.92
C03469,2009-10-03,Crypto,1242632.93,-0.2693,907991.88
C01655,2022-01-25,Bonds,1238551.29,-0.3553,798494.02
C04875,2013-10-13,Real Estate,313568.95,0.9325,605972.0
C00549,2009-12-13,Crypto,3034051.89,-0.0704,2820454.64
C04558,2016-11-29,Mutual Funds,3364685.47,0.2839,4319919.67
C02672,2014-03-12,Mutual Funds,4115096.04,0.3063,5375549.96
C03754,2008-04-11,Mutual Funds,4663619.83,-0.6202,1771242.81
C04814,2019-09-20,Crypto,3084301.26,0.1834,3649962.11
C00922,2017-04-18,Bonds,3714664.59,0.1572,4298609.86
C01215,2020-09-15,Mutual Funds,343225.14,0.936,664483.87
C04774,2010-03-31,Stocks,1856193.58,0.1569,2147430.35
C04610,2010-04-07,Real Estate,2692121.38,0.4632,3939112.0
C04388,2015-09-17,Crypto,1344998.72,0.4852,1997592.1
C02164,2016-08-03,Crypto,3332648.77,-0.0548,3150019.62
C04687,2021-08-28,Crypto,3937147.75,1.1507,8467623.67
C00307,2011-11-11,Real Estate,1242669.66,-0.2953,875709.31
C03302,2011-03-24,Mutual Funds,3527598.69,-0.7277,960565.12
C04987,2023-04-09,Crypto,3246962.3,-0.9378,201961.06
C00318,2016-11-16,Real Estate,4681466.83,-0.1595,3934772.87
C01947,2009-02-07,Crypto,110544.73,-0.8068,21357.24
C02201,2016-05-09,Stocks,1505929.34,-0.2652,1106556.88
C02768,2014-10-18,Real Estate,2455987.55,0.082,2657378.53
C02297,2019-01-10,Stocks,4635626.03,0.206,5590564.99
C01868,2011-01-05,Real Estate,2048945.6,-0.1081,1827454.58
C03630,2015-03-13,Real Estate,3276213.4,-0.2696,2392946.27
C03415,2021-07-26,Stocks,803152.61,-0.1662,669668.65
C01540,2017-11-27,Bonds,353389.24,0.3514,477570.22
C03336,2024-08-13,Crypto,4408571.37,-0.4394,2471445.11
C04232,2016-05-21,Stocks,4070814.3,-0.2672,2983092.72
C04222,2011-07-26,Stocks,1446648.04,0.245,1801076.81
C02549,2023-11-30,Mutual Funds,1549724.57,0.1298,1750878.82
C03305,2011-01-16,Mutual Funds,2678233.52,-0.7499,669826.2
C04659,2008-08-25,Bonds,1785072.99,0.6045,2864149.61
C01580,2012-07-02,Stocks,3946674.95,-0.1534,3341255.01
C02044,2008-09-27,Crypto,1539671.36,-0.4928,780921.31
C00415,2016-01-31,Bonds,2528665.13,-0.6017,1007167.32
C02245,2016-04-05,Crypto,4705662.94,0.6124,7587410.92
C04138,2016-11-25,Stocks,2516159.23,-0.9901,24909.98
C00251,2013-06-04,Real Estate,970121.48,0.2888,1250292.56
C04005,2021-04-28,Crypto,4189703.97,0.5035,6299219.92
C01455,2018-08-23,Mutual Funds,4293962.63,-0.1147,3801445.12
C04517,2015-11-05,Real Estate,3053123.23,0.8755,5726132.62
C01340,2013-10-19,Stocks,802666.67,-0.4139,470442.94
C02336,2008-08-12,Crypto,3470054.0,0.3474,4675550.76
C00407,2011-08-27,Mutual Funds,1148761.21,0.1361,1305107.61
C01756,2012-12-18,Bonds,807652.64,0.9523,1576780.25
C01694,2014-01-13,Crypto,418688.13,-0.0605,393357.5
C04205,2008-06-13,Stocks,1772002.36,0.2925,2290313.05
C03884,2010-12-19,Bonds,527622.08,0.1329,597743.05
C04925,2008-03-10,Bonds,3039155.66,-0.6836,961588.85
C02068,2021-08-23,Real Estate,1227516.22,0.007,1236108.83
C02256,2017-07-03,Crypto,1171782.65,-0.2165,918091.71
C02857,2018-04-18,Real Estate,1098550.06,0.1363,1248282.43
C01788,2018-06-20,Real Estate,2784835.34,0.3025,3627248.03
C04266,2021-12-26,Crypto,2079459.74,0.7509,3640926.06
C04789,2010-04-18,Stocks,3482452.61,-1.0853,-297053.21
C04191,2022-11-09,Real Estate,3511028.33,0.0802,3792612.8
C04600,2022-07-09,Mutual Funds,2060378.52,-0.5686,888847.29
C04990,2014-05-04,Real Estate,4352764.3,0.3544,5895383.97
C00886,2018-10-21,Stocks,577857.82,1.1896,1265277.48
C02755,2014-03-14,Real Estate,3028583.81,-0.0879,2762371.29
C02269,2013-11-09,Real Estate,715066.98,-0.3147,490035.4
C01544,2011-05-13,Mutual Funds,3460676.16,-0.1564,2919426.41
C01969,2009-04-10,Mutual Funds,4478478.21,-0.5622,1960677.76
C03311,2022-10-25,Real Estate,1022377.6,-1.2624,-268271.88
C01147,2024-03-05,Stocks,91602.08,0.2098,110820.2
C04075,2014-08-18,Real Estate,3963997.81,0.0571,4190342.08
C03429,2017-01-27,Crypto,2803830.8,-0.3025,1955671.98
C00290,2021-01-28,Mutual Funds,3142503.86,-0.4682,1671183.55
C01556,2015-09-12,Bonds,50883.9,0.4991,76280.05
C04380,2022-04-26,Crypto,3617494.87,0.7022,6157699.77
C02937,2019-05-18,Real Estate,4107120.43,0.146,4706760.01
C01393,2022-10-01,Mutual Funds,4216787.51,-0.9629,156442.82
C01484,2014-08-03,Stocks,3957999.45,-0.0134,3904962.26
C03857,2010-11-14,Real Estate,2257019.27,0.2469,2814277.33
C04580,2012-02-08,Real Estate,4412916.82,-0.0688,4109308.14
C00732,2012-12-25,Real Estate,2332082.47,-0.0123,2303397.86
C01830,2024-09-09,Real Estate,4017884.76,-0.2691,2936671.97
C03445,2015-06-07,Real Estate,4508968.37,-0.0579,4247899.1
C02135,2021-02-17,Real Estate,2709263.06,0.5503,4200170.52
C03800,2010-08-22,Crypto,4840360.99,0.1758,5691296.45
C00440,2022-03-24,Mutual Funds,371453.01,-0.1999,297199.55
C04754,2021-12-02,Stocks,1877969.17,-0.0674,1751394.05
C03869,2012-05-12,Mutual Funds,4985914.59,0.7531,8740806.87
C00982,2023-04-08,Crypto,2795737.37,-0.4589,1512773.49
C04341,2014-09-10,Crypto,1753252.15,-0.2644,1289692.28
C00443,2011-05-20,Bonds,1863293.84,-0.0134,1838325.7
C01641,2015-09-08,Crypto,2321728.36,-0.2288,1790516.91
C04665,2018-04-06,Bonds,3613966.02,0.7247,6233007.19
C02592,2024-01-19,Bonds,42810.05,0.564,66954.92
C00663,2018-12-08,Real Estate,1089119.33,-0.0245,1062435.91
C01449,2015-01-11,Stocks,27562.06,1.1351,58847.75
C00039,2018-02-20,Real Estate,4022668.72,0.2143,4884726.63
C01716,2011-10-13,Mutual Funds,333250.17,0.8365,612013.94
C01298,2018-12-24,Stocks,3832808.73,0.7783,6815883.76
C01061,2021-10-12,Crypto,3758983.21,0.2873,4838939.09
C03518,2017-01-17,Crypto,4015207.36,-0.4921,2039323.82
C03911,2016-08-06,Stocks,3356116.21,0.1086,3720590.43
C00310,2019-12-21,Bonds,3102748.45,-0.2803,2233048.06
C03057,2008-04-25,Real Estate,975681.02,0.3444,1311705.56
C04351,2012-04-10,Stocks,4452157.18,0.258,5600813.73
C00034,2022-01-20,Bonds,3793817.89,0.189,4510849.47
C01854,2023-07-22,Real Estate,2986179.37,0.4721,4395954.65
C02557,2010-11-22,Stocks,2894454.97,0.2353,3575520.22
C03143,2019-04-16,Mutual Funds,3162324.23,0.0338,3269210.79
C02508,2011-09-30,Stocks,3582269.16,-0.5286,1688681.68
C00375,2014-09-08,Real Estate,1355442.55,-0.2352,1036642.46
C03735,2024-04-28,Mutual Funds,1208261.64,-0.424,695958.7
C04886,2019-10-03,Real Estate,1075348.27,0.5053,1618721.75
C03553,2023-05-28,Bonds,2535791.17,0.0016,2539848.44
C02808,2018-12-29,Real Estate,940413.98,0.1911,1120127.09
C01544,2011-09-12,Crypto,1914611.02,-0.1597,1608847.64
C00157,2013-02-14,Bonds,4109332.9,0.6342,6715471.83
C01075,2012-09-26,Stocks,1360458.25,0.3784,1875255.65
C04831,2019-04-26,Bonds,3462102.25,0.1292,3909405.86
C01009,2016-03-22,Stocks,3182235.03,0.0536,3352802.83
C03074,2022-05-12,Real Estate,1623234.49,-0.3287,1089677.31
C04381,2021-12-22,Stocks,3473510.15,-0.2248,2692665.07
C04866,2009-01-27,Stocks,1094359.35,-0.683,346911.91
C00162,2009-01-30,Stocks,3310182.76,0.3889,4597512.84
C03415,2017-12-18,Crypto,4074883.7,0.4363,5852755.46
C01013,2020-04-10,Real Estate,939424.31,0.4598,1371371.61
C03887,2023-09-28,Bonds,442836.35,-0.3947,268048.84
C01684,2023-08-05,Stocks,2162298.79,0.7974,3886515.85
C02467,2017-06-09,Stocks,156714.31,-0.0863,143189.87
C04263,2014-01-20,Mutual Funds,2787128.51,0.3258,3695174.98
C04962,2023-09-19,Bonds,195857.62,-0.5377,90544.98
C03432,2010-05-09,Mutual Funds,4489698.02,0.6623,7463225.02
C00965,2014-05-04,Stocks,4440702.83,0.4154,6285370.79
C00871,2019-03-01,Bonds,4980792.21,-0.0661,4651561.84
C04989,2012-06-24,Real Estate,4127252.9,-0.1546,3489179.6
C04286,2012-07-10,Real Estate,2883935.29,0.4023,4044142.46
C03357,2014-08-16,Bonds,337212.31,0.6607,560008.48
C00323,2020-04-17,Crypto,4033518.6,-0.3256,2720204.94
C01702,2023-06-08,Crypto,4290258.33,0.0313,4424543.42
C02709,2013-04-05,Stocks,651273.27,-0.1719,539319.39
C00105,2023-01-24,Stocks,113107.02,0.6874,190856.79
C00905,2020-11-16,Crypto,2831337.28,-0.2188,2211840.68
C01222,2010-01-07,Mutual Funds,1564577.17,-0.5207,749901.84
C00615,2024-03-24,Stocks,72892.85,0.4259,103937.91
C02097,2022-06-14,Bonds,3822002.58,0.7475,6678949.51
C03742,2014-08-22,Real Estate,195651.15,0.3949,272913.79
C03804,2009-02-14,Stocks,4185761.02,0.6157,6762934.08
C01432,2008-11-19,Real Estate,3123445.63,1.09,6528001.37
C02951,2023-03-07,Real Estate,4322301.8,0.897,8199406.51
C03490,2024-07-25,Stocks,4953405.11,0.9574,9695795.16
C00779,2009-01-10,Stocks,3783894.11,0.9644,7433081.59
C01134,2022-11-17,Bonds,1946763.13,-0.1661,1623405.77
C02693,2016-01-07,Crypto,1145148.44,0.4318,1639623.54
C02198,2024-06-10,Stocks,4645768.46,0.1596,5387233.11
C03053,2015-09-08,Bonds,1710184.49,-0.6554,589329.58
C00933,2016-12-27,Crypto,4978159.92,0.1506,5727870.8
C03740,2014-02-04,Crypto,4905608.42,0.6392,8041273.32
C03918,2017-06-16,Bonds,3575785.71,0.3547,4844116.9
C00927,2010-12-21,Stocks,2966197.94,0.0469,3105312.62
C01306,2010-04-29,Crypto,3374256.72,-0.2465,2542502.44
C04840,2018-10-29,Mutual Funds,3387980.54,0.3591,4604604.35
C03590,2012-01-24,Mutual Funds,837617.8,-0.0002,837450.28
C03111,2016-01-16,Mutual Funds,2502296.87,0.6365,4095008.83
C00237,2023-05-09,Bonds,3243546.14,0.6188,5250652.49
C03958,2018-12-12,Stocks,1377165.78,0.2821,1765664.25
C03370,2017-11-19,Stocks,2996911.28,-0.431,1705242.52
C00519,2013-11-13,Real Estate,897600.7,-0.1189,790875.98
C00102,2023-10-20,Mutual Funds,3339135.2,0.99,6644879.05
C04724,2024-03-26,Mutual Funds,4186998.03,0.3415,5616857.86
C01835,2023-01-09,Real Estate,3498498.21,0.7454,6106278.78
C04253,2019-09-25,Mutual Funds,4190936.72,-0.4101,2472233.57
C00781,2017-09-15,Bonds,2010034.11,1.611,5248199.06
C03948,2015-10-03,Crypto,769301.52,-0.7474,194325.56
C01218,2020-07-09,Mutual Funds,4606616.25,0.3494,6216167.97
C00448,2008-04-05,Bonds,2916370.83,-0.7895,613896.06
C04142,2018-07-11,Crypto,260894.77,0.6365,426954.29
C01355,2009-09-05,Crypto,159687.08,-0.3237,107996.37
C02627,2013-05-27,Real Estate,3034627.93,0.0055,3051318.38
C02279,2009-02-16,Mutual Funds,4404984.06,0.246,5488610.14
C01825,2020-05-06,Crypto,1056947.93,0.4796,1563860.16
C03304,2013-04-09,Stocks,4315121.16,-0.0032,4301312.77
C03761,2017-12-17,Mutual Funds,3687393.0,0.1859,4372879.36
C03671,2009-12-22,Crypto,1433311.23,0.2243,1754802.94
C03663,2015-02-02,Stocks,2325582.58,0.1174,2598605.97
C04075,2024-09-17,Stocks,4237092.26,-0.0112,4189636.83
C00841,2017-01-17,Crypto,336015.67,-0.1623,281480.33
C00294,2020-06-30,Mutual Funds,4876740.32,0.2515,6103240.51
C00002,2010-01-14,Mutual Funds,4689888.19,0.2342,5788260.0
C02496,2019-05-27,Mutual Funds,426432.33,-0.2531,318502.31
C01695,2022-09-06,Crypto,1054754.71,-0.0088,1045472.87
C02793,2016-02-24,Stocks,1147599.52,-0.7849,246848.66
C01827,2018-03-11,Real Estate,505789.56,-0.0355,487834.03
C04589,2021-11-25,Mutual Funds,838287.95,-0.7711,191884.11
C03876,2024-01-27,Real Estate,3991667.69,-0.1514,3387329.2
C03708,2010-07-23,Stocks,1631943.34,-0.4275,934287.56
C01817,2008-01-18,Real Estate,649265.21,-0.3006,454096.09
C02910,2022-03-18,Real Estate,1283058.84,0.7646,2264085.63
C04487,2019-09-16,Real Estate,313761.65,-0.4893,160238.07
C00871,2009-01-10,Bonds,1053324.19,-0.1097,937774.53
C04034,2011-02-24,Crypto,1713883.09,0.246,2135498.33
C00877,2013-09-14,Mutual Funds,4323429.95,-0.879,523135.02
C01605,2012-03-16,Stocks,2817478.41,0.0049,2831284.05
C03219,2012-11-01,Crypto,4019220.65,0.1982,4815830.18
C01562,2024-01-28,Real Estate,2528038.29,-0.4515,1386629.0
C00883,2024-12-24,Crypto,721249.85,-0.6332,264554.44
C00381,2022-03-15,Mutual Funds,2439683.76,0.4707,3588042.91
C01010,2018-02-07,Crypto,412279.35,-0.8629,56523.5
C04828,2019-04-23,Bonds,4112083.67,-0.1169,3631381.09
C04087,2008-02-05,Mutual Funds,285836.66,-0.5129,139231.04
C00398,2020-05-29,Crypto,3625305.38,-1.081,-293649.74
C04794,2018-10-31,Mutual Funds,2871863.59,0.6447,4723354.05
C01452,2023-07-08,Mutual Funds,4311152.67,0.4208,6125285.71
C01423,2024-05-20,Bonds,1570063.61,0.6919,2656390.62
C00849,2016-09-08,Mutual Funds,4947266.2,0.1484,5681440.5
C04966,2015-03-21,Mutual Funds,4447707.04,-0.5122,2169591.49
C03152,2017-05-22,Mutual Funds,2447473.29,-0.1697,2032137.07
C02034,2014-02-19,Crypto,3708465.62,-1.5824,-2159810.38
C02809,2014-08-06,Crypto,4191313.87,-0.6545,1448098.94
C01093,2011-02-05,Crypto,1807657.49,-0.0566,1705344.08
C04936,2023-09-13,Mutual Funds,1641837.3,0.6072,2638760.91
C02449,2023-09-25,Mutual Funds,2270495.57,-0.1658,1894047.4
C02572,2023-12-19,Mutual Funds,982899.66,0.2525,1231081.82
C01781,2012-07-03,Bonds,4757272.68,0.211,5761057.22
C02381,2023-05-26,Real Estate,2896993.02,-0.5476,1310599.64
C01087,2023-12-07,Bonds,2448632.69,-0.5366,1134696.39
C04128,2020-03-02,Real Estate,2763758.68,0.4104,3898005.24
C00946,2015-11-25,Mutual Funds,1861494.1,-0.3662,1179814.96
C03936,2021-01-26,Mutual Funds,2854816.21,0.281,3657019.57
C03420,2023-02-14,Mutual Funds,927166.51,-0.3743,580128.09
C02343,2017-06-22,Stocks,915006.06,-0.2775,661091.88
C04283,2010-05-22,Stocks,4128729.05,0.2702,5244311.64
C03121,2011-04-05,Stocks,4849662.7,-0.0154,4774977.89
C00464,2012-06-25,Real Estate,2856731.09,-0.095,2585341.64
C01319,2014-06-05,Real Estate,3988863.58,-0.418,2321518.6
C01200,2009-05-23,Real Estate,1837586.25,0.1381,2091356.91
C01672,2024-11-25,Mutual Funds,4225759.14,-0.3424,2778859.21
C00265,2016-01-17,Crypto,3979836.01,0.34,5332980.25
C00840,2021-10-26,Mutual Funds,1103300.81,-0.4089,652161.11
C01838,2024-08-25,Mutual Funds,1091819.47,-0.1003,982309.98
C03186,2013-04-30,Mutual Funds,1316973.49,0.3495,1777255.72
C02357,2023-07-17,Stocks,4266.3,0.2281,5239.44
C03126,2016-09-09,Crypto,3137017.35,0.2676,3976483.19
C02562,2020-05-20,Stocks,3751578.55,0.0091,3785717.91
C00107,2024-09-05,Real Estate,1756745.72,-0.5119,857467.59
C01664,2021-12-01,Crypto,469788.85,0.4946,702146.42
C01848,2022-03-19,Real Estate,201255.54,0.0663,214598.78
C04821,2020-04-04,Mutual Funds,1458013.11,-0.2481,1096280.06
C01610,2024-04-04,Bonds,4542264.32,-0.2864,3241359.82
C02410,2018-01-24,Bonds,2340877.2,0.8755,4390315.19
C00611,2012-03-11,Bonds,773306.53,-0.0229,755597.81
C04210,2010-09-04,Crypto,2436839.51,1.0496,4994546.26
C00333,2017-08-11,Real Estate,4997788.96,-0.6205,1896660.91
C04560,2013-12-04,Bonds,3847475.02,0.6658,6409123.89
C01319,2021-02-05,Real Estate,854371.11,-0.1027,766627.2
C00047,2015-05-31,Crypto,153287.97,-0.2197,119610.6
C01269,2008-11-23,Bonds,2553393.21,-0.475,1340531.44
C02643,2021-05-21,Stocks,3076030.57,0.0906,3354718.94
C02468,2019-01-01,Mutual Funds,2506876.95,0.5234,3818976.35
C04507,2016-01-12,Stocks,252164.81,0.1082,279449.04
C02604,2019-10-14,Bonds,2191454.89,-0.1761,1805539.68
C01507,2019-09-04,Stocks,4196062.79,-0.6966,1273085.45
C04139,2011-07-29,Crypto,249022.25,-0.0707,231416.38
C04449,2020-01-17,Crypto,3623266.84,0.2046,4364587.24
C00754,2015-11-02,Bonds,1405967.7,-0.3667,890399.34
C01748,2022-11-17,Real Estate,868306.76,0.6906,1467959.41
C02713,2016-02-03,Real Estate,1961075.79,-0.1636,1640243.79
C01790,2024-11-17,Mutual Funds,3754097.48,0.2425,4664466.12
C04346,2018-08-26,Mutual Funds,1185429.69,-0.1431,1015794.7
C00073,2010-07-28,Real Estate,3387288.26,0.4514,4916310.18
C03651,2013-05-22,Mutual Funds,1937225.27,0.1369,2202431.41
C01998,2008-11-22,Real Estate,331759.78,0.8469,612727.14
C03125,2010-07-17,Crypto,1172893.57,0.1489,1347537.42
C02102,2020-02-12,Real Estate,1726073.64,0.3327,2300338.34
C00203,2019-08-05,Real Estate,1328216.54,0.1779,1564506.26
C04214,2019-05-30,Crypto,3057706.59,-0.5061,1510201.28
C03988,2008-12-25,Real Estate,4240698.07,0.6534,7011570.19
C01578,2015-03-09,Mutual Funds,4735860.15,0.2457,5899460.99
C00675,2010-02-25,Bonds,1388045.93,0.3467,1869281.45
C04408,2019-12-17,Stocks,1408798.59,0.5756,2219703.06
C00537,2012-09-22,Bonds,3113825.02,0.5992,4979628.97
C03476,2010-05-01,Bonds,4950554.12,-0.4642,2652506.9
C04406,2023-10-05,Crypto,395618.08,-0.5597,174190.64
C00591,2024-10-01,Bonds,2214547.88,-0.3301,1483525.62
C00195,2018-04-19,Real Estate,4173024.38,-0.5457,1895804.98
C00311,2009-12-17,Stocks,4677487.08,-0.1542,3956218.57
C00445,2011-12-29,Real Estate,4643224.18,-0.4973,2334148.8
C04572,2009-07-31,Mutual Funds,309980.49,-0.4677,165002.61
C01865,2013-10-19,Crypto,4840413.83,0.2292,5949836.68
C03179,2018-02-12,Crypto,2234125.92,-0.7445,570819.17
C03548,2015-02-04,Stocks,2355330.3,0.0849,2555297.84
C03191,2023-02-06,Stocks,3309906.25,0.4924,4939704.09
C04382,2008-02-18,Mutual Funds,2889877.67,0.488,4300137.97
C00519,2024-12-14,Mutual Funds,4521894.52,0.363,6163342.23
C00373,2023-09-20,Stocks,278972.0,0.4295,398790.47
C02931,2019-04-12,Stocks,35382.93,0.3977,49454.72
C02375,2023-05-20,Real Estate,2056576.25,-0.4787,1072093.2
C04969,2009-12-09,Real Estate,2012628.89,-0.0551,1901733.04
C03586,2016-07-21,Crypto,3455588.01,0.377,4758344.69
C00253,2018-08-18,Bonds,1358894.27,-0.1711,1126387.46
C04371,2012-12-06,Bonds,1711196.0,-0.1664,1426452.99
C03204,2020-03-28,Real Estate,2150358.14,0.1947,2569032.87
C01181,2014-09-07,Real Estate,1440438.77,0.9363,2789121.59
C00092,2020-05-31,Mutual Funds,2464605.1,0.4702,3623462.42
C01159,2010-10-06,Stocks,2169785.77,-0.7324,580634.67
C00042,2020-11-04,Mutual Funds,822863.24,0.1414,939216.1
C03229,2020-01-18,Mutual Funds,4512162.75,-0.4243,2597652.1
C00698,2014-11-01,Bonds,1720444.48,0.5061,2591161.43
C02817,2012-09-30,Crypto,4657843.02,0.7057,7944882.84
C04199,2011-03-12,Bonds,4105084.11,1.0347,8352614.64
C01508,2012-12-13,Mutual Funds,4492033.95,0.4849,6670221.21
C02071,2012-05-10,Stocks,1998194.4,0.3134,2624428.52
C01486,2023-01-18,Mutual Funds,523168.14,0.3332,697487.76
C00446,2024-11-04,Mutual Funds,2884710.05,-0.434,1632745.89
C03779,2022-06-17,Mutual Funds,4902860.57,0.0314,5056810.39
C00600,2014-07-09,Stocks,1074264.74,0.1545,1240238.64
C02054,2010-03-15,Bonds,3694594.52,-0.2597,2735108.32
C04757,2018-12-05,Real Estate,163184.79,0.2917,210785.79
C02926,2010-11-16,Bonds,517221.78,1.1204,1096717.06
C00820,2014-05-24,Mutual Funds,863446.86,-0.7922,179424.26
C00572,2012-05-04,Real Estate,4691640.33,0.3711,6432708.06
C03981,2018-02-08,Real Estate,4093882.41,0.047,4286294.88
C02505,2023-07-21,Mutual Funds,1738246.46,0.3053,2268933.1
C01249,2020-09-07,Mutual Funds,252697.29,0.1448,289287.86
C02986,2015-02-04,Crypto,2290187.04,-0.0708,2128041.8
C01382,2008-02-09,Real Estate,1133381.61,-0.6282,421391.28
C02017,2012-12-19,Crypto,2888581.14,0.4066,4063078.23
C02267,2016-01-23,Bonds,1796684.53,0.2948,2326347.13
C02717,2018-10-06,Crypto,2387274.64,0.2967,3095579.03
C03649,2016-01-17,Real Estate,1754744.73,0.6568,2907261.07
C03990,2020-05-16,Stocks,1641569.23,-0.1793,1347235.87
C01440,2022-06-24,Mutual Funds,1046087.81,0.0459,1094103.24
C00672,2014-04-17,Bonds,2411178.36,-0.3457,1577634.0
C04413,2012-05-28,Real Estate,4204702.64,-0.1978,3373012.46
C00627,2024-04-25,Stocks,4042220.29,-0.5707,1735325.17
C00153,2019-05-17,Stocks,4118294.43,-0.3161,2816501.56
C04767,2020-12-25,Crypto,1517126.17,-1.0382,-57954.22
C04834,2012-10-08,Stocks,4662841.84,0.248,5819226.62
C04519,2013-11-04,Mutual Funds,164262.64,1.0586,338151.07
C04422,2018-08-03,Bonds,2378505.36,-0.4937,1204237.26
C02997,2016-10-20,Bonds,3282391.61,-0.0762,3032273.37
C04831,2024-06-11,Real Estate,4855783.39,0.9417,9428474.61
C01097,2018-06-03,Mutual Funds,343183.81,0.3295,456262.88
C04182,2010-01-11,Crypto,2088917.31,0.2133,2534483.37
C02981,2019-04-06,Stocks,4692472.31,-0.3735,2939833.9
C01957,2021-10-09,Bonds,3309226.88,-0.0282,3215906.68
C04212,2011-02-23,Crypto,2753766.23,-0.2351,2106355.79
C01305,2012-01-07,Mutual Funds,2016635.57,0.2817,2584721.81
C04636,2022-10-15,Bonds,3059543.27,0.2938,3958437.08
C03961,2016-01-18,Stocks,1867916.27,-0.1526,1582872.25
C01793,2018-12-08,Bonds,1775133.52,-0.0644,1660814.92
C00515,2013-12-05,Real Estate,2066449.41,0.6587,3427619.64
C01918,2008-12-16,Bonds,351470.59,0.7233,605689.27
C04243,2016-02-07,Crypto,1976901.32,-0.1085,1762407.53
C03848,2018-03-13,Stocks,4136683.45,-0.0948,3744525.86
C00327,2022-07-18,Real Estate,210534.17,-0.5199,101077.46
C00846,2023-10-14,Mutual Funds,4396771.75,-0.0661,4106145.14
C02241,2024-08-21,Real Estate,2785645.53,0.0871,3028275.26
C04741,2020-03-17,Mutual Funds,3657700.31,-0.7082,1067316.95
C01425,2016-06-12,Crypto,4790631.93,0.2568,6020866.21
C02993,2021-03-07,Stocks,4671586.27,-0.048,4447350.13
C04233,2013-08-22,Crypto,4582186.3,0.7652,8088475.26
C01826,2019-08-01,Crypto,2016649.96,0.7947,3619281.68
C02891,2015-09-27,Crypto,3762237.01,1.0749,7806265.57
C03950,2021-07-20,Stocks,2142861.06,0.2555,2690362.06
C04112,2011-02-12,Crypto,3657750.82,-0.0693,3404268.69
C01357,2013-02-27,Stocks,4164815.65,0.217,5068580.65
C04216,2022-06-07,Real Estate,2701942.36,-0.0361,2604402.24
C01733,2011-05-15,Bonds,1895823.39,0.6623,3151427.22
C01290,2016-02-15,Mutual Funds,4575388.6,0.4073,6438944.38
C00970,2022-10-29,Bonds,2420618.84,-0.1566,2041549.93
C03397,2015-05-29,Stocks,2570963.12,0.4165,3641769.26
C03945,2023-02-22,Crypto,1626730.77,-0.8023,321604.67
C03925,2012-09-22,Mutual Funds,197307.8,0.8338,361823.04
C01321,2022-07-08,Crypto,1729684.69,-0.2661,1269415.59
C00184,2013-06-19,Stocks,3355794.69,0.7533,5883714.83
C01048,2020-11-11,Mutual Funds,1330376.32,-0.1572,1121241.16
C01320,2011-01-08,Mutual Funds,4951671.19,0.1167,5529531.22
C00322,2020-11-01,Bonds,3297870.4,-0.0882,3006998.23
